Main food description,GCAM,Energy (kcal),Protein (g),Carbohydrate (g),"Sugars, total
(g)","Fiber, total dietary (g)",Total Fat (g),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",Cholesterol (mg),Retinol (mcg),"Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)",Vitamin B-12 (mcg),"Vitamin B-12, added
(mcg)",Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Vitamin E (alpha-tocopherol) (mg),"Vitamin E, added
(mg)",Vitamin K (phylloquinone) (mcg),Calcium (mg),Phosphorus (mg),Magnesium (mg),"Iron
(mg)","Zinc
(mg)",Copper (mg),Selenium (mcg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (g),"4:0
(g)","6:0
(g)","8:0
(g)","10:0
(g)","12:0
(g)","14:0
(g)","16:0
(g)","18:0
(g)","16:1
(g)","18:1
(g)","20:1
(g)","22:1
(g)","18:2
(g)","18:3
(g)","18:4
(g)","20:4
(g)","20:5 n-3
(g)","22:5 n-3
(g)","22:6 n-3
(g)","Water
(g)"
"Cabbage, Chinese, raw",Vegetables,13,1.5,2.18,1.18,1,0.2,0.027,0.015,0.096,0,0,223,1,2681,0,0,40,0.04,0.07,0.5,0.194,0,66,66,66,6.4,0,0,45,0,0.09,0,45.5,105,37,19,0.8,0.19,0.021,0.5,252,65,0,0,0,0,0,0,0,0.001,0.001,0.024,0.001,0,0.015,0,0,0.042,0.055,0,0,0,0,0,95.32
"Cabbage, red, raw",Vegetables,31,1.43,7.37,3.83,2.1,0.16,0.021,0.012,0.08,0,0,56,0,670,0,20,329,0.064,0.069,0.418,0.209,0,18,18,18,17.1,0,0,57,0,0.11,0,38.2,45,30,16,0.8,0.22,0.017,0.6,243,27,0,0,0,0,0,0,0,0.001,0.001,0.019,0.001,0,0.012,0,0,0.034,0.045,0,0.001,0,0,0,90.39
"Cactus, raw",Vegetables,16,1.32,3.33,1.15,2.2,0.09,0.016,0.018,0.05,0,0,23,48,250,0,0,0,0.012,0.041,0.41,0.07,0,3,3,3,7.3,0,0,9.3,0,0,0,5.3,164,16,52,0.59,0.25,0.052,0.7,257,21,0,0,0,0,0,0,0,0,0,0.012,0.002,0.002,0.017,0,0,0.044,0.005,0,0,0,0,0,94.12
"Cauliflower, raw",Vegetables,25,1.92,4.97,1.91,2,0.28,0.13,0.034,0.031,0,0,0,0,0,0,0,1,0.05,0.06,0.507,0.184,0,57,57,57,44.3,0,0,48.2,0,0.08,0,15.5,22,44,15,0.42,0.27,0.039,0.6,299,30,0,0,0,0,0,0,0.018,0,0,0.093,0.009,0.003,0.027,0,0,0.016,0.015,0,0,0,0,0,92.07
"Celery, raw",Vegetables,14,0.69,2.97,1.34,1.6,0.17,0.042,0.032,0.079,0,0,22,0,270,0,0,283,0.021,0.057,0.32,0.074,0,36,36,36,6.1,0,0,3.1,0,0.27,0,29.3,40,24,11,0.2,0.13,0.035,0.4,260,80,0,0,0,0,0,0,0,0,0.001,0.037,0.004,0.001,0.031,0,0,0.079,0,0,0,0,0,0,95.43
"Corn, raw",Vegetables,86,3.27,18.7,6.26,2,1.35,0.325,0.432,0.487,0,0,9,16,47,115,0,644,0.155,0.055,1.77,0.093,0,42,42,42,23,0,0,6.8,0,0.07,0,0.3,2,89,37,0.52,0.46,0.054,0.6,270,15,0,0,0,0,0,0,0.003,0.001,0.001,0.262,0.045,0.004,0.419,0.006,0,0.472,0.014,0,0.001,0,0,0,76.05
"Cucumber, raw",Vegetables,15,0.65,3.63,1.67,0.5,0.11,0.037,0.005,0.032,0,0,5,11,45,26,0,23,0.027,0.033,0.098,0.04,0,7,7,7,6,0,0,2.8,0,0.03,0,16.4,16,24,13,0.28,0.2,0.041,0.3,147,2,0,0,0,0,0,0,0,0,0.005,0.028,0.005,0,0.005,0,0,0.028,0.005,0,0,0,0,0,95.23
"Eggplant, raw",Vegetables,25,0.98,5.88,3.53,3,0.18,0.034,0.016,0.076,0,0,1,0,14,0,0,36,0.039,0.037,0.649,0.084,0,22,22,22,6.9,0,0,2.2,0,0.3,0,3.5,9,24,14,0.23,0.16,0.081,0.3,229,2,0,0,0,0,0,0,0,0,0,0.025,0.009,0.002,0.014,0,0,0.063,0.013,0,0,0,0,0,92.3
"Lettuce, raw",Vegetables,14,1.13,2.92,1.38,1.2,0.14,0.019,0.006,0.078,0,0,198,2,2371,0,0,1004,0.056,0.053,0.249,0.066,0,34,34,34,10.2,0,0,6,0,0.2,0,75.2,27,24,10,0.64,0.16,0.027,0.4,168,19,0,0,0,0,0,0,0,0,0,0.017,0.002,0.002,0.005,0,0,0.022,0.055,0,0,0,0,0,95.31
"Lettuce, Boston, raw",Vegetables,13,1.33,2.26,0.48,0.9,0.22,0.028,0.009,0.115,0,0,375,0,4495,0,0,1724,0.064,0.077,0.321,0.1,0,36,36,36,11.8,0,0,3.7,0,0.15,0,140.3,33,28,12,1.2,0.2,0.028,1.5,187,25,0,0,0,0,0,0,0,0,0,0.025,0.003,0.002,0.006,0,0,0.034,0.081,0,0,0,0,0,95.64
"Lettuce, arugula, raw",Vegetables,25,2.58,3.65,2.05,1.6,0.66,0.086,0.049,0.319,0,0,119,0,1424,0,0,3555,0.044,0.086,0.305,0.073,0,97,97,97,15.3,0,0,15,0,0.43,0,108.6,160,52,47,1.46,0.47,0.076,0.3,369,27,0,0,0,0,0,0,0,0.003,0,0.072,0.004,0.001,0.046,0,0,0.13,0.17,0,0.002,0,0,0,91.71
"Mixed salad greens, raw",Vegetables,17,1.61,2.63,0.91,1.2,0.28,0.032,0.008,0.109,0,0,263,1,3159,0,0,2438,0.063,0.094,0.342,0.107,0,55,55,55,12.8,0,0,10.6,0,0.64,0,193.4,39,29,31,0.93,0.24,0.041,0.6,276,44,0,0,0,0,0,0,0,0,0.002,0.027,0.003,0.003,0.005,0,0,0.026,0.082,0,0,0,0,0,94.7
"Mushrooms, raw",Vegetables,31,2.9,4.13,1.98,1,0.35,0.05,0,0.16,0,0,0,0,0,0,0,0,0.053,0.453,3.913,0.082,0,35,35,35,17.3,0.04,0,2.1,0,0.01,0,0,5,93,10,0.23,0.5,0.364,19,371,6,0,0,0,0,0,0,0,0,0,0.04,0.01,0,0,0,0,0.16,0,0,0,0,0,0,91.79
"Onions, green, raw",Vegetables,32,1.83,7.34,2.33,2.6,0.19,0.032,0.027,0.074,0,0,50,0,598,0,0,1137,0.055,0.08,0.525,0.061,0,64,64,64,5.7,0,0,18.8,0,0.55,0,207,72,37,20,1.48,0.39,0.083,0.6,276,16,0,0,0,0,0,0,0,0,0.001,0.028,0.003,0,0.027,0,0,0.07,0.004,0,0,0,0,0,89.83
"Green peas, raw",Vegetables,81,5.42,14.45,5.67,5.7,0.4,0.071,0.035,0.187,0,0,38,21,449,0,0,2477,0.266,0.132,2.09,0.169,0,65,65,65,28.4,0,0,40,0,0.13,0,24.8,25,108,33,1.47,1.24,0.176,1.8,244,5,0,0,0,0,0,0,0,0,0,0.064,0.007,0,0.035,0,0,0.152,0.035,0,0,0,0,0,78.86
"Pepper, raw, NFS",Vegetables,22,0.91,5.13,3.03,1.8,0.22,0.058,0.008,0.095,0,0,67,21,704,176,0,240,0.056,0.048,0.655,0.247,0,23,23,23,5.5,0,0,97,0,0.79,0,6.5,9,22,11,0.37,0.17,0.049,0,188,3,0,0,0,0,0,0,0,0,0,0.052,0.007,0.001,0.007,0,0,0.07,0.025,0,0,0,0,0,93.3
"Pepper, sweet, green, raw",Vegetables,20,0.86,4.64,2.4,1.7,0.17,0.058,0.008,0.062,0,0,18,21,208,7,0,341,0.057,0.028,0.48,0.224,0,10,10,10,5.5,0,0,80.4,0,0.37,0,7.4,10,20,10,0.34,0.13,0.066,0,175,3,0,0,0,0,0,0,0,0,0,0.05,0.008,0,0.008,0,0,0.054,0.008,0,0,0,0,0,93.89
"Pepper, sweet, red, raw",Vegetables,26,0.99,6.03,4.2,2.1,0.3,0.059,0.007,0.156,0,0,157,20,1624,490,0,51,0.054,0.085,0.979,0.291,0,46,46,46,5.6,0,0,127.7,0,1.58,0,4.9,7,26,12,0.43,0.25,0.017,0.1,211,4,0,0,0,0,0,0,0,0,0,0.056,0.004,0.004,0.004,0,0,0.1,0.056,0,0,0,0,0,92.21
"Pepper, banana, raw",Vegetables,27,1.66,5.35,1.95,3.4,0.45,0.048,0.027,0.243,0,0,17,39,184,0,0,0,0.081,0.054,1.242,0.357,0,29,29,29,7.4,0,0,82.7,0,0.69,0,9.5,14,32,17,0.46,0.25,0.094,0.3,256,13,0,0,0,0,0,0,0,0,0.001,0.036,0.007,0.002,0.025,0,0,0.24,0.003,0,0,0,0,0,91.81
"Seaweed, raw",Vegetables,41,3.51,7.94,0.58,0.7,0.49,0.146,0.06,0.125,0,0,95,0,1136,0,0,0,0.069,0.275,1.18,0.054,0,174,174,174,12.4,0,0,15,0,0.96,0,25.1,129,60,77,2.28,0.89,0.226,0.7,165,384,0,0,0,0,0,0,0,0,0.014,0.092,0.032,0.01,0.038,0.01,0,0.011,0.002,0.001,0.014,0.09,0,0,82.2
"Snowpeas, raw",Vegetables,42,2.8,7.55,4,2.6,0.2,0.039,0.021,0.089,0,0,54,44,630,0,0,740,0.15,0.08,0.6,0.16,0,42,42,42,17.4,0,0,60,0,0.39,0,25,43,53,24,2.08,0.27,0.079,0.7,200,4,0,0,0,0,0,0,0,0,0.002,0.033,0.003,0,0.021,0,0,0.075,0.013,0,0,0,0,0,88.89
"Summer squash, yellow, raw",Vegetables,19,1.01,3.88,2.88,1,0.27,0.093,0.013,0.082,0,0,8,0,90,0,0,290,0.051,0.041,0.448,0.104,0,19,19,19,7.1,0,0,19.3,0,0.13,0,3.2,21,32,20,0.44,0.29,0.092,0.2,222,2,0,0,0,0,0,0,0.006,0.003,0.001,0.065,0.007,0.003,0.006,0,0,0.039,0.043,0,0,0,0,0,94.28
"Summer squash, green, raw",Vegetables,17,1.21,3.11,2.5,1,0.32,0.084,0.011,0.091,0,0,10,0,120,0,0,2125,0.045,0.094,0.451,0.163,0,24,24,24,9.5,0,0,17.9,0,0.12,0,4.3,16,38,18,0.37,0.32,0.053,0.2,261,8,0,0,0,0,0,0,0.016,0.003,0.001,0.048,0.006,0.002,0.007,0,0,0.03,0.061,0,0,0,0,0,94.79
"Artichoke, fresh, cooked, no added fat",Vegetables,53,2.88,11.91,0.99,5.7,0.34,0.079,0.011,0.145,0,0,1,0,8,0,0,463,0.05,0.089,1.107,0.081,0,89,89,89,34.3,0,0,7.4,0,0.19,0,14.8,21,73,42,0.61,0.4,0.127,0.2,285,176,0,0,0,0,0,0,0,0.004,0.004,0.066,0.006,0,0.011,0,0,0.105,0.038,0,0,0,0,0,83.83
"Asparagus, fresh, cooked, no added fat",Vegetables,21,2.36,4.16,2.02,2.3,0.13,0.043,0,0.054,0,0,39,9,457,0,0,723,0.138,0.144,0.996,0.088,0,47,47,47,17.2,0,0,5.1,0,1.21,0,44.6,26,56,15,2.29,0.58,0.203,2.5,217,127,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0.043,0.011,0,0,0,0,0,92.41
"Lima beans, from frozen, no added fat",Vegetables,103,6.05,19.26,1.34,5.3,0.34,0.077,0.02,0.163,0,0,10,0,114,0,0,0,0.074,0.061,1.066,0.122,0,21,21,21,36.2,0,0,12.8,0,0.29,0,5.1,30,97,42,1.82,0.74,0.169,0.6,303,185,0,0,0,0,0,0,0,0,0.001,0.067,0.008,0,0.02,0,0,0.11,0.053,0,0,0,0,0,72.76
"Green beans, fresh, cooked, no added fat",Vegetables,32,1.9,7.24,3.39,2.8,0.23,0.052,0.01,0.117,0,0,35,68,374,0,0,631,0.077,0.103,0.724,0.132,0,29,29,29,15.9,0,0,10.8,0,0.43,0,44.7,39,39,26,1.07,0.25,0.072,0.6,219,127,0,0,0,0,0,0,0,0,0,0.044,0.008,0,0.008,0,0,0.046,0.072,0,0,0,0,0,89.64
"Bitter melon, cooked",Vegetables,41,0.82,4.19,1.89,1.9,2.72,0.684,0.905,0.833,2,11,17,0,71,0,0,1281,0.049,0.051,0.271,0.056,0,49,49,49,10.7,0,0,31.9,0,0.48,0,6.9,9,35,16,0.37,0.75,0.032,0.2,309,127,0,0,0,0.018,0.013,0.007,0.017,0.02,0.064,0.378,0.141,0.014,0.871,0.012,0,0.747,0.086,0,0.001,0,0,0,91.28
"Breadfruit, cooked",Vegetables,123,1.04,26.26,10.65,4.7,2.77,0.717,0.906,0.821,2,11,11,0,5,0,0,20,0.096,0.028,0.828,0.103,0,12,12,12,9.7,0,0,23.9,0,0.44,0,2.7,17,29,24,0.53,0.12,0.081,0.6,475,123,0,0,0,0.018,0.013,0.007,0.017,0.02,0.064,0.398,0.153,0.016,0.87,0.012,0,0.717,0.103,0,0.001,0,0,0,68.72
"Broccoflower, cooked",Vegetables,55,2.98,6.15,3.06,3.2,2.96,0.746,0.938,0.923,2,11,19,0,94,0,0,40,0.073,0.098,0.703,0.219,0,49,49,49,57.8,0,0,75.5,0,0.39,0,22.7,34,63,20,0.74,0.65,0.041,0.6,303,149,0,0,0,0.019,0.013,0.008,0.018,0.021,0.066,0.422,0.146,0.019,0.897,0.014,0.001,0.728,0.194,0,0.001,0,0,0,86.72
"Brussels sprouts, fresh, cooked, no added fat",Vegetables,45,3.51,9.3,2.28,3.9,0.31,0.064,0.024,0.159,0,0,37,6,444,0,0,1569,0.13,0.089,0.735,0.205,0,54,54,54,19.8,0,0,75,0,0.91,0,183.8,44,72,24,1.45,0.44,0.073,1.7,404,147,0,0,0,0,0,0.002,0,0,0,0.055,0.003,0.002,0.02,0,0,0.047,0.103,0,0.001,0,0,0,85.15
"Cabbage, Chinese, cooked, no added fat",Vegetables,14,1.56,2.26,1.23,1,0.21,0.028,0.016,0.1,0,0,220,1,2645,0,0,39,0.037,0.069,0.493,0.181,0,58,58,58,6.6,0,0,39.7,0,0.09,0,47.3,109,38,20,0.83,0.2,0.022,0.5,262,188,0,0,0,0,0,0,0,0.001,0.001,0.025,0.001,0,0.016,0,0,0.044,0.057,0,0,0,0,0,94.83
"Cabbage, green, cooked, no added fat",Vegetables,26,1.33,6.02,3.32,2.6,0.1,0.035,0.018,0.018,0,0,5,33,41,0,0,30,0.057,0.039,0.231,0.116,0,38,38,38,11.1,0,0,32.3,0,0.16,0,78.9,42,27,12,0.49,0.19,0.02,0.3,177,139,0,0,0,0,0,0,0,0,0,0.035,0,0,0.018,0,0,0.018,0,0,0,0,0,0,91.57
"Cabbage, red, cooked",Vegetables,55,1.45,7.44,3.87,2.1,2.81,0.72,0.922,0.869,2,11,65,0,647,0,19,315,0.058,0.066,0.401,0.207,0,15,15,15,17.5,0,0,48.9,0,0.46,0,40.8,46,31,16,0.81,0.22,0.017,0.6,245,153,0,0,0,0.019,0.013,0.008,0.018,0.022,0.068,0.403,0.143,0.015,0.886,0.013,0,0.733,0.135,0,0.002,0,0,0,87.32
"Cactus, cooked, no added fat",Vegetables,16,1.32,3.32,1.15,2.2,0.09,0.016,0.018,0.05,0,0,22,45,237,0,0,0,0.011,0.039,0.388,0.063,0,3,3,3,7.3,0,0,7.9,0,0,0,5.3,164,16,52,0.59,0.25,0.052,0.7,256,137,0,0,0,0,0,0,0,0,0,0.012,0.002,0.002,0.017,0,0,0.044,0.005,0,0,0,0,0,93.84
"Cauliflower, fresh, cooked, no added fat",Vegetables,26,1.99,5.16,1.98,2.1,0.29,0.135,0.035,0.032,0,0,0,0,0,0,0,1,0.047,0.059,0.5,0.172,0,50,50,50,46,0,0,42.5,0,0.08,0,16.1,23,46,16,0.44,0.28,0.041,0.6,311,152,0,0,0,0,0,0,0.019,0,0,0.097,0.009,0.003,0.028,0,0,0.017,0.016,0,0,0,0,0,91.45
"Celery, cooked",Vegetables,39,0.73,3.1,1.4,1.7,2.92,0.765,0.972,0.896,2,12,34,0,272,0,0,280,0.02,0.057,0.317,0.087,0,32,32,32,6.6,0,0,2.7,0,0.65,0,32.9,42,25,11,0.21,0.14,0.036,0.4,271,213,0,0,0,0.019,0.014,0.008,0.018,0.022,0.07,0.434,0.151,0.016,0.935,0.013,0,0.804,0.092,0,0.001,0,0,0,92.16
"Christophine, cooked",Vegetables,44,0.86,4.7,1.73,1.8,2.87,0.75,0.95,0.873,2,12,12,0,5,0,0,0,0.024,0.029,0.465,0.089,0,82,82,82,9.8,0,0,6.8,0,0.49,0,6.7,18,19,13,0.36,0.77,0.128,0.2,131,132,0,0,0,0.019,0.014,0.008,0.018,0.022,0.069,0.421,0.15,0.015,0.912,0.013,0,0.743,0.13,0,0.001,0,0,0,90.92
"Corn, fresh, cooked, no added fat",Vegetables,86,3.26,18.64,6.24,2,1.35,0.324,0.431,0.486,0,0,9,15,45,109,0,610,0.139,0.052,1.676,0.083,0,36,36,36,22.9,0,0,5.8,0,0.07,0,0.3,2,89,37,0.52,0.46,0.054,0.6,269,131,0,0,0,0,0,0,0.003,0.001,0.001,0.261,0.045,0.004,0.418,0.006,0,0.471,0.014,0,0.001,0,0,0,75.82
"Cucumber, cooked",Vegetables,44,0.75,4.14,1.91,0.6,3.12,0.831,1.033,0.927,2,13,19,12,55,28,0,25,0.028,0.036,0.106,0.06,0,7,7,7,7.1,0,0,2.7,0,0.43,0,21.3,19,28,15,0.32,0.23,0.047,0.3,168,145,0,0,0,0.021,0.015,0.009,0.02,0.024,0.081,0.465,0.166,0.017,0.993,0.014,0,0.821,0.107,0,0.001,0,0,0,91.19
"Eggplant, cooked, no added fat",Vegetables,27,1.05,6.3,3.78,3.2,0.19,0.036,0.017,0.081,0,0,1,0,14,0,0,37,0.038,0.038,0.661,0.081,0,20,20,20,7.4,0,0,2,0,0.32,0,3.8,10,26,15,0.25,0.17,0.087,0.3,246,127,0,0,0,0,0,0,0,0,0,0.027,0.01,0.002,0.015,0,0,0.068,0.014,0,0,0,0,0,91.42
"Leek, cooked",Vegetables,88,1.57,14.74,4.07,1.9,3.05,0.762,0.943,0.987,2,12,94,0,994,0,0,1879,0.056,0.03,0.396,0.236,0,57,57,57,10.1,0,0,10.6,0,1.32,0,51.3,62,37,29,2.19,0.13,0.125,1,188,151,0,0,0,0.019,0.014,0.008,0.018,0.022,0.069,0.435,0.149,0.015,0.907,0.013,0,0.791,0.195,0,0.001,0,0,0,79.22
"Mushrooms, fresh, cooked, no added fat",Vegetables,39,3.61,5.15,2.47,1.2,0.43,0.062,0,0.199,0,0,0,0,0,0,0,0,0.059,0.536,4.633,0.092,0,37,37,37,21.6,0.05,0,2.2,0,0.01,0,0,6,116,12,0.28,0.62,0.454,23.7,463,152,0,0,0,0,0,0,0,0,0,0.05,0.012,0,0,0,0,0.199,0,0,0,0,0,0,89.4
"Okra, fresh, cooked, no added fat",Vegetables,35,2.07,7.99,1.59,3.4,0.2,0.028,0.018,0.029,0,0,37,27,424,0,0,285,0.193,0.061,1.018,0.207,0,55,55,55,13.2,0,0,21,0,0.29,0,33.6,88,65,61,0.66,0.62,0.117,0.8,321,132,0,0,0,0,0,0,0,0,0,0.024,0.003,0,0.017,0,0,0.028,0.001,0,0,0,0,0,88.51
"Lettuce, cooked",Vegetables,43,1.3,3.33,1.57,1.4,3.16,0.81,1.034,0.979,2,13,227,2,2571,0,0,1086,0.058,0.058,0.27,0.091,0,29,29,29,11.8,0,0,4.8,0,0.63,0,88.3,31,28,11,0.73,0.19,0.031,0.4,191,164,0,0,0,0.021,0.015,0.009,0.02,0.024,0.075,0.453,0.163,0.019,0.993,0.014,0,0.814,0.164,0,0.001,0,0,0,91.28
"Onions, pearl, cooked",Vegetables,50,0.7,6.49,2.81,1.4,2.59,0.679,0.88,0.776,2,11,11,0,6,0,0,3,0.016,0.018,0.128,0.084,0,13,13,13,4.5,0,0,4.9,0,0.35,0,2.5,27,2,8,0.33,0.09,0.023,0.4,98,129,0,0,0,0.018,0.013,0.007,0.017,0.02,0.064,0.376,0.138,0.014,0.846,0.012,0,0.689,0.087,0,0.001,0,0,0,89.62
"Onions, green, cooked",Vegetables,63,2.09,8.37,2.66,3,3.21,0.825,1.058,0.975,2,13,67,0,653,0,0,1230,0.056,0.087,0.568,0.082,0,62,62,62,6.8,0,0,18.2,0,1.03,0,238.4,83,42,23,1.69,0.44,0.095,0.7,315,161,0,0,0,0.021,0.015,0.009,0.02,0.024,0.076,0.465,0.164,0.017,1.018,0.014,0,0.869,0.105,0,0.001,0,0,0,85.04
"Palm hearts, cooked",Vegetables,134,2.62,24.8,16.62,1.5,2.74,0.715,0.878,0.843,2,11,14,0,43,0,0,0,0.044,0.166,0.828,0.722,0,20,20,20,0.2,0,0,6.6,0,0.82,0,2.2,18,136,10,1.64,3.61,0.623,0.7,1749,135,0,0,0,0.018,0.013,0.007,0.017,0.021,0.065,0.401,0.141,0.014,0.844,0.012,0,0.745,0.098,0,0.001,0,0,0,67.61
"Green peas, fresh, cooked, no added fat",Vegetables,84,5.63,15.01,5.89,5.9,0.42,0.074,0.036,0.194,0,0,37,21,443,0,0,2444,0.249,0.13,2.062,0.158,0,57,57,57,29.5,0,0,35.3,0,0.14,0,25.8,26,112,34,1.53,1.29,0.183,1.9,253,126,0,0,0,0,0,0,0,0,0,0.066,0.007,0,0.036,0,0,0.158,0.036,0,0,0,0,0,77.74
"Peppers, green, cooked",Vegetables,44,0.88,4.68,2.42,1.7,2.82,0.757,0.918,0.851,2,11,29,20,204,7,0,327,0.052,0.027,0.46,0.22,0,9,9,9,5.8,0,0,68.9,0,0.73,0,9.8,11,20,10,0.35,0.13,0.067,0,177,129,0,0,0,0.019,0.013,0.008,0.018,0.021,0.066,0.434,0.15,0.015,0.882,0.013,0,0.753,0.097,0,0.001,0,0,0,90.85
"Peppers, red, cooked",Vegetables,50,1.01,6.09,4.24,2.1,2.96,0.758,0.917,0.946,2,11,162,19,1561,469,0,49,0.049,0.082,0.938,0.281,0,39,39,39,5.9,0,0,109.5,0,1.95,0,7.3,8,26,12,0.44,0.25,0.017,0.1,213,130,0,0,0,0.019,0.013,0.008,0.018,0.021,0.066,0.44,0.146,0.019,0.878,0.013,0,0.8,0.146,0,0.001,0,0,0,89.16
"Snowpea, fresh, cooked, no added fat",Vegetables,44,2.91,7.84,4.15,2.7,0.21,0.041,0.022,0.092,0,0,53,43,622,0,0,730,0.14,0.079,0.592,0.15,0,37,37,37,18.1,0,0,53,0,0.4,0,26,45,55,25,2.16,0.28,0.082,0.7,208,125,0,0,0,0,0,0,0,0,0.002,0.034,0.003,0,0.022,0,0,0.078,0.014,0,0,0,0,0,88.15
"Summer squash, yellow or green, fresh, cooked, no added fat",Vegetables,21,1.3,4.1,3.16,1.2,0.35,0.104,0.014,0.101,0,0,10,0,117,0,0,1346,0.051,0.075,0.501,0.141,0,21,21,21,9.7,0,0,18.5,0,0.15,0,4.4,22,41,22,0.48,0.36,0.085,0.2,283,142,0,0,0,0,0,0,0.013,0.004,0.001,0.066,0.008,0.003,0.008,0,0,0.04,0.061,0,0,0,0,0,93.24
"Spaghetti squash, cooked",Vegetables,49,0.65,6.26,2.45,1.4,2.8,0.73,0.895,0.879,2,11,17,15,62,0,0,0,0.037,0.021,0.784,0.112,0,8,8,8,7.5,0,0,3.4,0,0.46,0,3,21,14,11,0.33,0.19,0.034,0.3,114,138,0,0,0,0.018,0.013,0.007,0.017,0.021,0.065,0.42,0.142,0.015,0.857,0.012,0,0.717,0.161,0,0.001,0,0,0,89.68
Water Chesnut,Vegetables,78,1.38,19.22,3.84,3.9,0.09,0.025,0.002,0.041,0,0,0,0,0,0,0,0,0.017,0.038,0.562,0.248,0,9,9,9,28.9,0,0,2,0,0.78,0,0.3,6,30,8,1.36,0.59,0.156,1.1,184,12,0,0,0,0,0,0,0.002,0.003,0.002,0.016,0.003,0.002,0.002,0,0,0.03,0.009,0,0,0,0,0,78.78
"Winter melon, cooked",Vegetables,36,0.4,2.95,1.15,1,2.74,0.686,0.909,0.842,2,11,11,0,5,0,0,191,0.033,0.001,0.372,0.047,0,4,4,4,5,0,0,10.2,0,0.42,0,4.9,18,17,10,0.37,0.57,0.021,0.2,5,225,0,0,0,0.018,0.013,0.007,0.017,0.02,0.064,0.379,0.142,0.014,0.875,0.012,0,0.756,0.086,0,0.001,0,0,0,93.32
"Wheat flour, whole-grain, soft wheat",Wheat,332,9.61,74.5,1.02,13.1,1.95,0.43,0.283,1.17,0,0,0,0,0,0,0,220,0.297,0.188,5.35,0.191,0,28,28,28,31.2,0,0,0,0,0.53,0,1.9,33,323,117,3.71,2.96,0.475,12.7,394,3,0,0,0,,,,,,,,,,,,,,,,,,,,12.4
"Wheat flour, white, all-purpose, enriched, bleached",Wheat,364,10.3,76.3,0.27,2.7,0.98,0.155,0.087,0.413,0,0,0,0,0,0,0,18,0.785,0.494,5.9,0.044,154,29,291,183,10.4,0,0,0,0,0.06,0,0.3,15,108,22,4.64,0.7,0.144,33.9,107,2,0,0,0,0,0,0,0,0,0,0.148,0.007,0,0.087,0,0,0.391,0.022,0,0,0,0,0,11.9
